Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
372030;3,9494E+13;MASSA FALIDA DE COG SAÚDE S/C LTDA;COG SAÚDE;Medicina de Grupo;RUA FRANCISCO PORTELA;2754;;ZÉ GAROTO;São Gonçalo;RJ;24440000;21;37158800;37158800;cogsaude@grupocog.com.br;JOSÉ FERNANDO COSTA DE MEDEIROS;DIRETOR SUPERINTENDENTE;5;17/12/1998
320960;6,71655E+13;MASSA FALIDA DE COIFE ODONTO - PLANOS ODONTOLOGICOS LTDA;COIFE ODONTO;Odontologia de Grupo;RUA PITANGUEIRAS;18;EDIFÍCIO VITÓRIA II SALA 102;JARDIM PITANGUEIRAS;Jundiaí;SP;13202450;11;45885200;45885205;contabilidade@coifeodonto.com.br;LUCIANO MAGALHAES;SOCIO-GERENTE;5;24/12/1998
417483;1,13999E+13;MASSA FALIDA DE CONMED SÃO LUIS - CONVÊNIOS MÉDICOS DE SAÚDE SUPLEMENTAR LTDA;CONMED SÃO LUIS;Medicina de Grupo;AV. DA UNIVERSIDADE;2;;COHAFUMA;São Luís;MA;65070650;98;31330000;31330000;atendimento@conmedsaoluis.com.br;NILO PEREIRA RÊGO NETO;SÓCIO ADMINISTRADOR;6;03/08/2010
411931;3,86211E+12;MASSA FALIDA DE CONMEDH SAUDE ASSISTENCIA INTEGRADA DE SAUDE LTDA;CONMEDH SAUDE;Medicina de Grupo;RUA ALBERTO PASQUALINE - ANTIGA RUA 33;65;;VILA SANTA CECÍLIA;Volta Redonda;RJ;27260010;24;33408800;33481093;ans@conmedhsaude.com.br;REGINALDO SORRENTI MARCELLO;DIRETOR PRESIDENTE;4;21/08/2000
403709;1,96021E+12;MASSA FALIDA DE CONSTRUTORA SILVER LIFE ASSESSORIA E CONSULTORIA LTDA.;;Medicina de Grupo;PRAÇA DEMERVAL BARBOSA MOREIRA;28;;CENTRO;Nova Friburgo;RJ;25610971;21;27170463;27170463;;ROSALINA LUZIA DA SILVA;GERENTE ADMINISTRATIVO;3;19/04/1999
326046;1,96013E+11;MASSA FALIDA DE COOPERSAÚDE - COOPERATIVA DE USUÁRIOS DE SERV MÉDICOS E HOSP;COOPERSAÚDE;Medicina de Grupo;RUA PEDRO DE SOUZA RAMOS;51;;CENTRO;Jacareí;SP;12327270;12;39523288;39523288;coop_usu@uol.com.br;LUIZ ANTONIO TADDEI DE FREITAS;PRESIDENTE;5;15/01/1999
406783;3,22104E+12;MASSA FALIDA DE COOPUS COOP. DE USUÁRIOS DE SERVIÇOS E SISTEMAS DE SAÚDE ;COOPUS;Medicina de Grupo;RUA. DR.  CLEMENTE FERREIRA;9;;CANELA;Salvador;BA;40110200;71;32451207;32451207;coopus@coopus.com.br;WEDNER SOUZA DA COSTA;PRESIDENTE;5;26/07/1999
328499;3,67567E+13;MASSA FALIDA DE CT PLANOS DE SAÚDE LTDA;CT ASSISTÊNCIA MÉDICA;Medicina de Grupo;AV. ISMERINO S. DE CARVALHO;215;;SETOR AEROPORTO;Goiânia;GO;74075040;62;32248115;32267636;crdiretoria@terra.com.br;TITO OLIANI;SOCIO GERENTE;5;07/01/1999
415863;6,85366E+12;MASSA FALIDA DE DAYMED - ASSISTÊNCIA MÉDICA LTDA;DAYMED SAÚDE;Medicina de Grupo;RUA DA CONCEIÇÃO ;105;601;CENTRO;Rio de Janeiro;RJ;20051011;21;78777662;;;HUR DE SOUZA FREITAS;SÓCIO ADMINISTRADOR;6;14/12/2006
409596;3,43041E+12;MASSA FALIDA DE FENIX - OPERADORA DE PLANOS  DE SAÚDE LTDA ;FENIX;Medicina de Grupo;RUA FRANCISCO PORTELA;2759;SOBRADO;CENTRO;São Gonçalo;RJ;24435001;21;99596080;27131000;memorialsg@gmail.com;HAMILTON PAIVA DE BARROS;SOCIO ADMINISTRADOR;6;05/11/1999
402982;4,90735E+13;MASSA FALIDA DE GAME ASSISTENCIA MEDICA S/C LTDA. ;GAME;Medicina de Grupo;RUA SOCRATES DE OLIVEIRA;35;;VL. GOTHARDO;Jundiaí;SP;13201838;11;45868222;45868222;dr.ronaldogame@terra.com.br;JOÃO TEIXEIRA PINTO;SOCIO;6;31/03/1999
347591;5,67657E+12;MASSA FALIDA DE GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ EIRELI;GAMEC;Medicina de Grupo;AVENIDA CARLOS JEREISSATI;561;SALA 210;JEREISSATI I;Maracanaú;CE;61900225;85;40122288;40122288;gamec@gamec.com.br;CRISTIANA ARAGÃO MARQUES CORREIA LIMA;LIQUIDANTE EXTRAJUDICIAL;5;06/01/1999
412520;1,18481E+12;MASSA FALIDA DE GLOBALMED - OPERADORA DE ASSISTÊNCIA MÉDICA - EM LIQUIDAÇÃO EXTRAJUDICIAL;GLOBALMED - OPERADORA DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;RUA OSVALDO CRUZ;1210;;CENTRO;São Luís;MA;65059270;98;30826019;32217293;globalmedltda@ig.com.br;JOSÉ JORGE SOUZA DE FIGUEIREDO;DIRETOR GERAL;5;23/10/2000
412007;3,92743E+12;MASSA FALIDA DE GOLD MED LTDA ;GOLD MED LTDA;Medicina de Grupo;RUA AQUILES LOBO;422;;FLORESTA;Belo Horizonte;MG;30150130;31;32130168;32138346;goldmedbh@yahoo.com.br;LUIZ ANTONIO DA SILVA;SOCIO ADMINISTRADOR;4;25/08/2000
370584;2,56434E+12;MASSA FALIDA DE GOLDEN PLUS ADMINISTRAÇÃO E CONVÊNIO LTDA.;GOLDEN PLUS;Medicina de Grupo;RUA SAIGON;156;;VILA FORMOSA;São Paulo;SP;3360010;11;64086686;;goldenplus@uol.com.br;VANIA CRISTINA VITOR;ADMINISTRADORA;1;05/01/1999
319694;5,96496E+13;MASSA FALIDA DE GUARUAMO ASSISTÊNCIA MÉDICA HOSPITALAR S/C LTDA.;GUARUAMO;Medicina de Grupo;RUA AMADEU GAMBERINI;114;;SÃO MIGUEL PAULISTA;São Paulo;SP;8010110;11;64472342;64727127;f.oliveira_ronaldo@ig.com.br;JOSÉ RODRIGUES CRUZ;SÓCIO DIRETOR;4;19/01/1999
402362;3,01755E+12;MASSA FALIDA DE HEALTH ASSISTÊNCIA MÉDICA E HOSPITALAR S/C LTDA.;HEALTH SAÚDE;Medicina de Grupo;TRAVESSA RANÚLFO FÉO;36;303;CENTRO;Teresópolis;RJ;25953650;32;27422153;27422153;health@healthsaude.com.br;LUIS HENRIQUE FONTAINHA TOSOLI;ADMINISTRADOR;6;22/03/1999
419362;3,89785E+12;MASSA FALIDA DE HOSPITAL BOM SAMARITANO S/S LTDA;HOSPITAL BOM SAMARITANO;Medicina de Grupo;RODOVIA SP 332, KM 152,5;S/N;;JARDIM BLUMENAU;Artur Nogueira;SP;13160000;19;38275232;;SIDNEY@BOMSAMARITANO.COM.BR;FABIANO FABRI BAYARRI;Liquidante Extrajudicial;4;05/05/2014
335851;2,84908E+12;MASSA FALIDA DE IMPERATRIZ SAÚDE LTDA.;IMPERATRIZ SAÚDE;Medicina de Grupo;RUA LUIS DOMINGUES ;1415;;CENTRO;Imperatriz;MA;65901430;99;35253343;35253343;flopeshcsaude@hotmail.com;CRISTIANA ARAGÃO MARQUES CORREIA LIMA;LIQUIDANTE EXTRAJUDICIAL;6;23/12/1998
411744;3,88359E+12;MASSA FALIDA DE INTERHOSPITAIS OPERADORA DE PLANOS DE SAUDE LTDA.;IH SAÚDE;Medicina de Grupo;AV. DOM JOÃO VI;1620;;BROTAS;Salvador;BA;40285001;71;22027777;22027785;ihsaude@ihsaude.com.br;ALCYR GOMES BARBOSA;DIRETOR SUPERINTENDENTE;5;21/07/2000
401340;2,996E+12;MASSA FALIDA DE INVESTIGAR SISTEMA DE SAÚDE LTDA.;SAMP - FRANQUIA;Medicina de Grupo;AV. FRANÇA;164;;COMERCIO;Salvador;BA;40010000;71;34229094;32419408;investiba@terra.com.br;LUIZ ROBERTO FRANCA CONRADO;DIRETOR MEDICO;2;03/03/1999
404535;2,94417E+12;MASSA FALIDA DE ISOMEDIC ADMINISTRADORA DE PLANOS DE SAÚDE LTDA. ;SAUDE 24 HORAS;Medicina de Grupo;AVENIDA IRMÃOS GUINLE;1003;SALA 06;CENTRO;Queimados;RJ;26323130;21;32773380;32773393;cbnassessoria@hotmail.com;VAGNER JOSE FERREIRA GUEDES;DIRETOR EXECUTIVO;6;26/05/1999
320889;1,56014E+12;MASSA FALIDA DE ITALICA SAÚDE LTDA;ITALICA SAUDE;Medicina de Grupo;RUA DAMIÃO FERNANDES;108;;VILA SARGENTO JOSÉ DE PAULA;São Paulo;SP;6404000;11;30684422;30823859;contabilidade@italicasaude.com.br;GUILHERMINA ESTER BAYA;DIRETORA;4;28/12/1998
404918;2,79697E+13;MASSA FALIDA DE MAAS - CORRETORA DE PLANOS DE SAÚDE;MAAS - CORRETORA;Medicina de Grupo;AV. 7 DE MAIO;702;SALA 204;CENTRO;Rio Bonito;RJ;28800000;21;22841616;;gerencia@reallife.com.br;MARIA NATIVIDADE SANTOS;GERENTE;4;10/06/1999
341550;5,63362E+13;MASSA FALIDA DE MAM MONTREAL ASSISTÊNCIA MÉDICA S/C LTDA;MAM MONTREAL ASSISTENCIA MEDICA S/C LTDA;Medicina de Grupo;AV. BRIGADEIRO MANOEL RODRIGUES JORDÃO;972;;JARDIM SILVEIRA;Barueri;SP;6433010;1;136519121;;drleme@grupomontreal.com.br;LUIZ ANTONIO DA SILVA LEME;DIRETOR;6;21/12/1998
358037;6,2222E+11;MASSA FALIDA DE MASTER ADMINISTRAÇÃO DE PLANOS DE SAÚDE LTDA.;LINK SAÚDE;Medicina de Grupo;AVENIDA IBIRAPUERA;2033;8º A - CONJ. 82;INDIANOPOLIS;São Paulo;SP;4029100;11;21664666;21664666;tannous@uol.com.br;WASFI MUSSA TANNOUS HANNA;SÓCIO ADMINISTRADOR;4;21/12/1998
340561;4,19509E+13;MASSA FALIDA DE MASTER CLEAN ASSISTÊNCIA MÉDICA LTDA;MASTER CLEAN ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;RUA MARECHAL DEODORO;230;SALA 301;CENTRO;Juiz de Fora;MG;36010012;32;32175423;32169385;batcont@hotmail.com;MARCOS TADEU BATISTA SOARES;SOCIO ADMINISTRADOR;6;04/01/1999
357014;9,0966E+11;MASSA FALIDA DE MASTER PAX SAÚDE ASSISTÊNCIA MÉDICA E ASSISTÊNCIA ODONTOLÓGICA LTDA.;MASTER PAX SAÚDE;Medicina de Grupo;RUA DA BAHIA;360;10º  ANDAR ;CENTRO;Belo Horizonte;MG;30190960;71;38251441;38251441;;RONALDO GARCIA DA ROCHA;;;30/12/1998
345687;2,88243E+12;MASSA FALIDA DE MASTER PLAN ASSISTENCIA MEDICA LTDA;MASTER PLAN ASSISTENCIA MEDICA LTDA.;Medicina de Grupo;PRAÇA JOÃO PESSOA;11;;CARMO;Olinda;PE;53120500;81;21020400;34234800;mastergerencia@terra.com.br;RICARDO JOSE HAZIN ASFORA;PROCURADOR;6;21/12/1998
378577;5,55162E+13;MASSA FALIDA DE MB ASSISTENCIA MEDICA S/C LTDA. ;MB ASSISTENCIA MEDICA S/C LTDA;Medicina de Grupo;RUA CORONEL DE OLIVEIRA LIMA ;449;9º ANDAR - CONJ. 91/92;CENTRO;Santo André;SP;9010000;11;44365393;;nair@maef.com.br;MAURO VASCONCELOS DE MOURA;SOCIO-DIRETOR;;29/12/1998
362026;9,09366E+13;MASSA FALIDA DE MC CLÍNICAS LTDA.;MC CLÍNICAS LTDA.;Medicina de Grupo;R GUILHERME LAHM;1470;SALAS 1 A 3;CENTRO;Taquara;RS;95600000;5;15424315;15415634;mcclinicas@tca.com.br;MIGUEL MARIANTE COELHO;DIRETOR;6;29/12/1998
412333;3,94599E+12;MASSA FALIDA DE MED PLUS SAÚDE LTDA;;Medicina de Grupo;AVENIDA AFONSO PENA;748;SALA 1209;CENTRO;Belo Horizonte;MG;30130003;31;32412424;32412039;contabilidadeunipax@yahoo.com.br;LEANDRO ALVES LINHARES;DIRETOR;4;28/09/2000
419320;1,92402E+13;MASSA FALIDA DE MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA ;MEDICAL BRASIL;Medicina de Grupo;RUA ACADÊMICO WALTER GONÇALVES;1;SOBRELOJA 208;CENTRO;Niterói;RJ;24020090;21;31729797;;MEDICALRIO@MEDICALRIO.COM;CARLOS HENRIQUE PINTO DA SILVA;LIQUIDANTE EXTRAJUDICIAL;6;21/03/2014
337781;5,25656E+13;MASSA FALIDA DE MEDICAL HEALTH OPERADORA DE PLANOS DE ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA;GOLDEN LIFE ASSISTÊNCIA MÉDICA E ODONTOLÓGICA;Medicina de Grupo;AVENIDA DR. ANTONIO ÁLVARO;286;;VILA ASSUNÇÃO;Santo André;SP;9030520;;33124111;33124831;goldenlife@hotmail.com;JÚLIO CEZAR HENRIQUES CARVALHO;SÓCIO ADMINISTRADOR;5;29/01/1999
401803;6,83248E+13;MASSA FALIDA DE MEDLINE ASSISTENCIA MEDICA S/C LTDA;MEDLINE;Medicina de Grupo;R GENERAL OSORIO;1162;;CENTRO;Ribeirão Preto;SP;14010000;16;36250769;166250954;med-line@netsite.com.br;JOSE HUMBERTO FERREIRA DE OLIVEIRA;SOCIO GERENTE;6;11/03/1999
408476;3,12698E+12;MASSA FALIDA DE MEDSAUDE ASSISTENCIA MEDICA LTDA ;MEDSAUDE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;RUA CONDE DE PORTO ALEGRE;4;;FLORESTA;Porto Alegre;RS;90220210;51;32216666;32216666;zani@cpovo.net;RUBENS FERNANDES CHAVES;DIRETOR;3;27/09/1999
303364;5,90189E+13;MASSA FALIDA DE MICROMED ASSISTÊNCIA MÉDICA LTDA;MICROMED;Medicina de Grupo;RUA TIRADENTES;446;6º ANDAR;GUANABARA;Campinas;SP;13023190;19;37314411;37314422;micromed@sabin.com.br;SERGIO RICARDO MONTEIRO;REPRESENTANTE;5;18/12/1998
411361;3,6057E+12;MASSA FALIDA DE MILLENNIUM SAUDE LTDA;MILLENNIUM SAUDE LTDA;Medicina de Grupo;RUA BELO HORIZONTE;148;;BARRA;Salvador;BA;40140380;51;32129901;;;BRIAN REDMAN SHEAKISPEARE E SILVA DE OLIVEIRA;SÓCIO GERENTE;;17/05/2000
382868;9,68288E+13;MASSA FALIDA DE MILMED ADMINISTRADORA DE SERVIÇOS MÉDICOS LTDA.;MILMED ASSISTÊNCIA MÉDICA;Medicina de Grupo;AV ANTONIO CARLOS MAGALHÃES, ED BAHIA CE;2671;;PITUBA;Salvador;BA;40286900;71;33523100;33523106;comercial@milmed.com.br;MISAEL GOMES ARAÚJO;DIRETOR ADMINISTRATIVO;5;30/12/1998
411086;2,49343E+12;MASSA FALIDA DE MINAS CENTER MED LTDA ;CENTERMED;Medicina de Grupo;RUA DOS INGÁS;43;;ELDORADO;Contagem;MG;32315120;31;33591600;33591609;centermed@center.med.br;SÉRGIO MAURO DE FREITAS;SÓCIO ADMINISTRADOR;3;21/02/2000
369187;7,20875E+13;MASSA FALIDA DE MMS PLANO DE SAÚDE LTDA;MMS SAÚDE LTDA;Medicina de Grupo;RUA SAPUCAIA;16;LOJA 07;CENTRO;Paulista;PE;53401500;81;30731000;32173317;simone.freitas@mmssaude.com.br;INALUCE SIMONE BATISTA MARINHO;REPRESENTANTE LEGAL;5;28/12/1998
402851;2,0264E+12;MASSA FALIDA DE MULTI SERVICOS APOIO ADMINISTRATIVO LTDA;MULTI-SAÚDE;Medicina de Grupo;RUA 200 C/ 300 QD 3-B;LTS 1/4;SL 121 - CONDOMÍNIO EMPRESARIAL VILLAGE;CIDADE VERA CRUZ;Aparecida de Goiânia;GO;74935900;62;32434000;622434040;multisaude@multisaudeap.com.br;MARIA SOCORRO DE OLIVEIRA BARBOSA;LIQUIDANTE EXTRAJUDICIAL;6;31/03/1999
331490;1,03644E+13;MASSA FALIDA DE MULTICLÍNICAS ASSIST.MED. CIRURG. E HOSP. LTDA;MULTICLÍNICAS ;Medicina de Grupo;RUA DE SÃO PANTALEÃO;412;;CENTRO;São Luís;MA;65015460;98;38781000;32318343;multiclinicas@multiclinicas-ma.com.br;JOSÉ LUIS JALDIN ROJAS;SÓCIO ADMINISTRADOR;6;05/01/1999
406716;3,18653E+12;MASSA FALIDA DE NEW LIFE - ASSISTÊNCIA MÉDICA LTDA. ;NEW LIFE - ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;PRAÇA DA INDEPENDÊNCIA;9;;TAMBIÁ;João Pessoa;PB;58013490;83;2214519;2214519;;VÂNIA BARRETO COSTA;SÓCIA-GERENTE;;27/07/1999
356280;7,80532E+13;MASSA FALIDA DE ODOMED CLÍNICA MÉDICO ODONTOLOGICA SC LTDA;ODOMED;Medicina de Grupo;Rua Prof. Fernando Moreira;368;;CENTRO;Curitiba;PR;80410120;41;2233610;2231781;;LUIS CARLOS REIS JUNIOR;SÓCIO GERENTE;;28/12/1998
413666;1,26158E+12;MASSA FALIDA DE ODONTO SUL LTDA;ODONTO FAMA;Odontologia de Grupo;RUA DONA FRANCISCA;3500;2º ANDAR;SAGUACÚ;Joinville;SC;89221009;47;34334828;34334828;odontofama@zaz.com.br;SERGIO PINTO FERNANDES;SOCIO ADMINISTRADOR;6;24/04/2001
324809;2,70484E+12;MASSA FALIDA DE OPERADORA DE PLANOS DE SAUDE SANTA GENOVEVA S/S LTDA;SAUDE SANTA GENOVEVA;Medicina de Grupo;AVENIDA JOÃO LEITE;489;QD. 77 LT. 47;SETOR GENOVEVA;Goiânia;GO;74670040;62;32649039;32649343;nara@santagenoveva.com.br;FRANCISCO LUDOVICO DE ALMEIDA FILHO;SOCIO PROPRIETARIO;6;23/12/1998
412171;3,51638E+12;MASSA FALIDA DE OPERADORA IDEAL SAUDE LTDA;OPERADORA IDEAL SAUDE LTDA.;Medicina de Grupo;RUA JUSTINO GOMES DA SILVA;80;SALA 02;MANOEL SIMÕES BARBOSA;Chã Grande;PE;55636000;81;35371065;32314699;idealsaude@idealsaude.com;EULERSON BOTELHO;SÓCIO;5;12/09/2000
414514;3,45984E+13;MASSA FALIDA DE P. Y. SAUDE LTDA;NIPPON SAÚDE;Medicina de Grupo;AV.ALMIRANTE BARROSO;2068;;MARCO;Belém;PA;66095020;91;32765648;32765648;nipponsaude@ig.com.br;LUIZ FERNANDO CORREA DE MEDEIROS;SOCIO DIRETOR;5;04/04/2003
411175;3,73095E+12;MASSA FALIDA DE PAX SAÚDE LTDA ;PAX DE MINAS;Medicina de Grupo;RUA DOS CAETES;186;;CENTRO;Belo Horizonte;MG;30120080;31;32734500;32744580;;WEDER DE OLIVEIRA;SOCIO GERENTE;4;04/05/2000
405141;6,53786E+13;MASSA FALIDA DE PLANCOR LTDA;PLANCOR LTDA;Medicina de Grupo;RUA GAMA CERQUEIRA ;103;;CENTRO;Cataguases;MG;36774009;32;34222000;34211760;plamcor@yahoo.com.br;JAIME AFONSO SOUSA NETTO;SÓCIO ADMINISTRADOR;5;17/06/1999
411531;3,77838E+12;MASSA FALIDA DE PLANO RIO SAUDE LTDA ;RIO SAUDE;Medicina de Grupo;GETULIO VARGAS;64;211;CENTRO;Rio Bonito;RJ;20091007;21;22068499;242;contabil@planoriosaude.com.br;ITALO RENATO BARROS COSTA;SUPERINTENDENTE;4;20/06/2000
364941;7,21322E+11;MASSA FALIDA DE PLANOS DE SAÚDE PSMC PREVENÇÃO, SAÚDE, MEDICINA E CIRURGIA LTDA ME;PLANOS DE SAÚDE PSMC;Medicina de Grupo;RUA XV DE NOVEMBRO;1551;;CENTRO;Curitiba;PR;80060000;41;30785555;30785555;diretoria@paranasulsaude.com.br;JOSÉ LAZZAROTO DE MELO E SOUZA;REPRESENTANTE;4;12/01/1999
409260;5,25738E+13;MASSA FALIDA DE PLASMMET PLANO DE SAUDE LTDA.;PLASMMET SAUDE;Medicina de Grupo;AV. ENG. ARMANDO ARRUDA PEREIRA;1165;;JABAQUARA;São Paulo;SP;4309010;11;50113161;50118145;plasmmet@terra.com.br;ILHAN TAHA;SOCIA ADMINISTRADORA;4;25/10/1999
359556;3,61847E+13;MASSA FALIDA DE POLICLINICA AMHAVRE LTDA ;AMHAVRE;Medicina de Grupo;RUA FERNANDO FERRARI;87;;RETIRO;Volta Redonda;RJ;27280080;24;33468212;33467470;amhavre@veloxmail.com.br;MARCIA REGINA LOPES FERREIRA;ADMINISTRADORA;5;22/12/1998
327000;4,35041E+13;MASSA FALIDA DE POLLEN - GRUPO ASSISTENCIAL POLIVALENTE;POLLEN;Medicina de Grupo;AV. CONSELHEIRO CARRÃO;2893;;VILA CARRÃO;São Paulo;SP;3403002;11;22937382;;pollennemail@gmail.com;HIROSHI TAKAHASHI;DIRETOR;4;18/01/1999
318027;3,26385E+13;MASSA FALIDA DE PREVINA ADMINISTRADORA DE SERV. MÉDICOS LTDA.;PREVINA;Medicina de Grupo;RUA RAIMUNDO TABIREZA;47;;CENTRO;Dias d'Ávila;BA;42850000;71;21057000;712778411;;ALVARO MARCOS DE AGUIAR;SOCIO DIRETOR;5;23/12/1998
412643;9,03832E+13;MASSA FALIDA DE PROMED ASSISTENCIA E SAUDE LTDA;PROMED ASSISTENCIA E SAUDE;Medicina de Grupo;RUA DOS ANDRADAS;860;CONJ 301;CENTRO;Porto Alegre;RS;90020006;51;32214558;32214176;promedrs@terra.com.br;ORESTES MANFRO CRUZ;ADMINISTRADOR;4;16/11/2000
403849;78591000110;MASSA FALIDA DE PRONTOMED ASSISTÊNCIA MEDICA LTDA.;PRONTOMED;Medicina de Grupo;RUA BARÃO DO RIO BRANCO;16;2º ANDAR;PASSAGEM;Cabo Frio;RJ;28906170;22;28906170;26451529;prontomed@veloxmail.com.br;SERGIO DE SANT¿ANNA RAMALHO;ADMINISTRADOR;6;28/04/1999
379697;2,92911E+12;MASSA FALIDA DE PRÓ-SAÚDE PLANOS DE SAÚDE LTDA.;;Medicina de Grupo;PRAÇA DA REPUBLICA;468;8°ANDAR;CENTRO;São Paulo;SP;1045000;1;133512924;133512924;adileia.fagundes@samcil.com.br;LUIZ ROBERTO SILVEIRA PINTO;DIRETOR PRESIDENTE;4;01/02/1999
409847;3,29177E+12;MASSA FALIDA DE QUALIMED LTDA. ;QUALIMED;Medicina de Grupo;RUA TUPIS;204;SALA 206;CENTRO;Belo Horizonte;MG;30190060;31;25355150;32229764;qualimed@qualimedsaude.com.br;JASSON ALVES PEREIRA JUNIOR;DIRETOR-SÓCIO;4;18/11/1999
406350;1,08522E+12;MASSA FALIDA DE REALMED ASSISTÊNCIA  A  SAÚDE LTDA;REAL MED ASSISTÊNCIA  A  SAÚDE;Medicina de Grupo;AV. AMAZONAS;641;CONJUNTO/4-B;CENTRO;Belo Horizonte;MG;30180000;31;25353888;25353889;realmedbh@yahoo.com.br;RONALDO LUIZ PEREIRA;REPRESENTANTE LEGAL;6;12/07/1999
410985;2,51837E+12;MASSA FALIDA DE RECIFE MERIDIONAL ASSISTÊNCIA MÉDICA LTDA.;MERIDIONAL SAUDE;Medicina de Grupo;AV MARECHAL FLORIANO PEIXOTO;66;;CENTRO;Paulista;PE;53401270;81;30334403;32227509;meridioval@saudemeridional.com.br;RUTH ALVES CODECEIRA;SOCIA GERENTE;5;13/04/2000
353787;2,92042E+13;MASSA FALIDA DE RIO MED SERVIÇOS DE ASSISTENCIA MÉDICA LTDA;RIO MED SERVIÇOS DE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;RUA JOÃO VALÉRIO;1;;CENTRO;Magé;RJ;25900000;21;27292120;26130086;;ANDRÉ CAMPOS PANTALEÃO;SÓCIO GERENTE;4;04/02/1999
27;4,51881E+12;MASSA FALIDA DE SALUTAR SAÚDE SEGURADORA S.A.;SALUTAR;Seguradora Especializada em Saúde;RUA VISCONDE DE INHAÚMA ;38;12º ANDAR;CENTRO;Rio de Janeiro;RJ;20091007;21;22166900;22333461;contato@salutarsaude.com.br;ANA CLAÚDIA MATHIAS NAÚFE;LIQUIDANTE EXTRAJUDICIAL;3;17/08/2001
404951;2,31266E+12;MASSA FALIDA DE SANTA CRUZ SAÚDE LTDA.;PAME;Medicina de Grupo;RUA SANTO ANTONIO;277;;CENTRO;Santo Antônio de Posse;SP;13830000;19;37949114;32533459;;ORESTES MAZZARIOL JUNIOR;ADMINISTRADOR;4;10/06/1999
413798;4,32488E+12;MASSA FALIDA DE SANTA MARINA SAÚDE S/C LTDA;SANTA MARINA SAÚDE;Medicina de Grupo;CALCADA DOS ANTARES;249;SALA 34;CENTRO DE APOIO II;São Paulo;SP;6541065;11;55625444;55635000;sms@santamarinasaude.com.br;NILSON DE ALMEIDA;DIRETOR;4;05/06/2001
300926;6,05384E+13;MASSA FALIDA DE SAUDE ASSISTENCIA MEDICA INTERNACIONAL LTDA;SAUDE INTERNACIONAL;Medicina de Grupo;RUA AURÉLIA ;419;;LAPA;São Paulo;SP;5046000;11;2100;38742123;saude@saudeinternacional.com.br;ALFREDO DONIS ROMERO;SOCIO;4;17/12/1998
412813;4,18402E+12;MASSA FALIDA DE SAUDE MASTER - ASSISTENCIA MEDICA A SAUDE LTDA ;SAUDE MASTER - ASSISTENCIA MEDICA A SAUDE LTDA;Medicina de Grupo;RUA ANTÔNIO CARLOS;38;;CENTRO;Rio Acima;MG;34300000;31;32746177;32746177;;ALEXANDRE CHAVES;SOCIO;4;21/12/2000
367729;1,82726E+13;MASSA FALIDA DE SAÚDE QUALITY LTDA.;SAÚDE QUALITY;Medicina de Grupo;RUA GOVERNADOR MILTON CAMPOS;293 - A;;CENTRO;Sete Lagoas;MG;35700010;31;21079004;37733956;cristiano@saudequality.com.br;EVANILSON DE JESUS VIEIRA;SÓCIO;6;29/12/1998
320111;2,46418E+12;MASSA FALIDA DE SAÚDE SIM LTDA ;SAÚDE SIM;Medicina de Grupo;AVENIDA DAS ARAUCÁRIAS;LOTE 1835;LOTES 1835, 1905,1955 E 2005- SALA 301- ;ÁGUAS CLARAS ;Brasília;DF;71936250;61;40901718;;comunicacao@saudesim.med.br;RAPHAEL DOS SANTOS COELHO;SÓCIO ADMINISTRADOR;4;27/01/1999
359751;1,09306E+13;MASSA FALIDA DE SEMEPE SERVICO MEDICO DE PERNAMBUCO LTDA;SEMEPE;Medicina de Grupo;AV.  MANOEL BORBA,;440;/468;BOA VISTA;Recife;PE;50070000;81;34236938;34230081;gustavo@semepe.com.br;AMAURY GOMES SANTIAGO;DIRETOR PRESIDENTE;1;21/12/1998
388122;6,17999E+13;MASSA FALIDA DE SERMA SERVICOS MEDICOS ASSISTENCIAIS S/A ;SERMA ASSISTÊNCIA MÉDICA;Medicina de Grupo;RUA MARIA HELENA;164;;CENTRO;Carapicuíba;SP;6320070;11;31592001;31592001 ramal 2014;administracao@serma.com.br;LUIZ ROBERTO SILVEIRA PINTO;SOCIO ADMINISTRADOR;4;29/12/1998
365939;6,20486E+13;MASSA FALIDA DE SERMED SERVIÇOS HOSPITALARES S/C LTDA ;SERMED;Medicina de Grupo;RUA LIBERO BADARO;152;14º ANDAR;CENTRO;São Paulo;SP;1008000;11;32937255;32937256;contabil_o.nagai@uol.com.br;RICARDO JOSÉ SALIM;SÓCIO-GERENTE;4;18/12/1998
